fda_id,pat_id,doc_full_text,pat_full_text,label
P000018,4685458,Intravascular Radiation Delivery System. BETA-CATH(TM) SYSTEM. DEVICE IS INDICATED TO DELIVER BETA RADIATION TO SITE OF SUCCESSFUL PERCUTANEOUS CORONARY INTERVENTION (PCI) FOR TREATMENT OF IN-STENT RESTENOSIS IN NATIVE CORONARY ARTERIES WITH DISCRETE LESIONS (TREATABLE WITH A 20 MM BALLOON) IN A REFERENCE VESSEL DIAMETER RANGING FROM 2.7 MM TO 4.0 MM.,"Angioplasty catheter and method for use thereof.  The disclosure relates to a device for use in removing undesired material from a duct within a patient's body. The device comprises a catheter adapted to be disposed within a duct and an element disposed adjacent to the distal end portion of the catheter such as a fiber optic emitting laser energy, a heated element or a knife for intersecting and releasing the undesired material. The undesired material may be an occlusion or an accumulation of plaque within a blood vessel. An inflatable bladder is provided for positioning the distal end portion of the catheter adjacent the inner surface of the duct to maintain the element for intersecting and releasing the undesired material adjacent thereto. The device can also include a pair of abutments disposed adjacent the distal end portion of the catheter to form a chamber adjacent the inner surface of the blood vessel and prevent the escape of laser energy after it has been applied to the undesired material. ",0
P890043,10639181,"CATHETER, CORONARY, ATHERECTOMY. ","Methods and systems for delivering an implant. A system for delivering an implant including a handle, a trigger, an actuation assembly, and a catheter assembly. The actuation assembly is configured to displace the outer tubular member in the proximal direction and to separately move the inner shaft member distally upon deployment of the trigger from the first position to the second position, and move the inner shaft member proximally with no displacement of the outer tubular member upon return of the trigger from the second position to the first position. The catheter assembly includes an outer tubular member, an inner shaft member, and a pusher assembly.",0
P020028,10022568,"Oximeter, Fetal Pulse. SERIES 50 XMO (MODEL M1350C) FETAL/MATERNAL MONITOR SYSTEM WITH INTEGRATED FETAL OXYGEN SATURATION MONITORING, M1365A FETAL SPO2 PATIENT MODULE, AND NELLCOR OXIFIRST FS14 SENSOR. THIS DEVICE IS INTENDED FOR CONTINUOUS MONITORING OF INTRAPARTUM FETAL OXYGEN SATURATION (FSPO2) AND FSPO2 PARAMETER IS INDICATED AS AN ADJUNCT TO FETAL HEART RATE (FHR) MONITORING IN PRESENCE OF A NONREASSURING FETAL HEART RATE PATTERN. IT SHOULD ONLY BE USED AFTER AMNIOTIC MEMBRANES HAVE RUPTURED AND ON A SINGLETON FETUS IN VERTEX PRESENTATION WITH A GESTATIONAL AGE GREATER THAN OR EQUAL TO 36 WEEKS.","Devices and techniques for cutting and coagulating tissue. Various embodiments are directed to a method of driving an end effector coupled to an ultrasonic drive system of a surgical instrument. In accordance with the method, a generator is configured to generate at least one time varying electrical signal having a resonant frequency, monitor the resonant frequency of the at least one electrical signal, calculate a frequency slope between frequency data points of the time varying electrical signal, where the frequency slope is the change in resonant frequency over time, compare the frequency slope to a threshold frequency slope, and trigger a first response of the generator when the frequency slope crosses the threshold frequency slope.",0
P870043,7223267,"DEVICE, ANGIOPLASTY, LASER, CORONARY. ","Ultrasonic probe with detachable slidable cauterization forceps. A surgical device for ultrasonic ablation and RF cauterization includes a forceps member having at least one prong, the prong being formed as an electrode. At least one electrical connector is provided on the forceps member for operatively connecting the prong to an electrical power source. The surgical device further includes a mechanical connector attached to the forceps member for removably fastening the forceps member to a housing of an ultrasonic probe. The forceps member can thus function to carry out a cauterization procedure during a surgical operation utilizing the probe for ultrasonic ablation.",0
P170018,6937150,"Automated External Defibrillators (Non-Wearable). LIFEPAK® CR2 Defibrillator. use on patients 1 year of age and older in cardiopulmonary arrest. patient must be unresponsive (unconscious), not breathing normally, and showing no signs of circulation (for example, no pulse, no coughing, or no movement). cprCOACH Feedback Technology in LIFEPAK® CR2 Defibrillator is indicated for use on cardiopulmonary arrest patients and provides CPR guidance in accordance with AHA Guidelines for patients 1 year of age and older. LIFEPAK® CR2 Defibrillator is intended for use by personnel who have been trained in its operation. Users should have received training in basic life support/AED, advanced life support or a physician-authorized emergency medical response training program. LIFEPAK® CR2 Defibrillator is indicated to be used with QUIK-STEP Pacing/ECG Defibrillation Electrodes and LIFEPAK CR2 Lithium Battery.",. ,1
P150048,10583000,"Heart-Valve, Non-Allograft Tissue. of Edwards Pericardial Aortic Biopros sis and Edwards INSPIRIS RESILIA Aortic Valve. Edwards Pericardial Aortic Biopros sis, Model 11000A, is indicated for replacement of native or pros tic aortic heart valves. Edwards INSPIRIS RESILIA Aortic Valve, Model 11500A, is indicated for replacement of native or pros tic aortic heart valves.","Prosthesis for atraumatically grasping intralumenal tissue and methods of delivery. A prosthesis can comprise an expandable frame, a plurality of distal anchors and a plurality of proximal anchors. The anchors can extend outwardly from the frame. The frame can be configured to radially expand and contract for deployment within a body cavity. The frame and anchors can have one of many different shapes and configurations. For example, when the frame is in an expanded configuration, the frame can have a larger cross-sectional dimension in a middle portion of the frame and a smaller cross-sectional dimension in a proximal portion and a distal portion of the frame, wherein the middle portion is between the proximal and distal portions. As another example, the anchors can have looped ends, the entire anchor may loop out from the frame.",0
P210032,9173755,"SYSTEM, ENDOVASCULAR GRAFT, AORTIC ANEURYSM TREATMENT. GORE® TAG® Thoracic Branch Endopros sis. device is intended for endovascular repair of lesions of descending thoracic aorta, while maintaining flow into left subclavian artery, in patients who are at high risk for debranching subclavian procedures.",Vascular repair devices. A vascular repair device includes a tubular graft body and a structural framework having at least two stents. A first stent of the stents is connected to the tubular graft body along an entirety of the first stent and a second of the stents includes a periodically changing shape that defines proximal apices having a first radii of curvature and distal apices having a second radii of curvature that is less than the first radii of curvature. The second stent is connected to the tubular graft body at the distal apices.,0
P900056,8668674,"CATHETER, CORONARY, ATHERECTOMY. ","Integrated vascular delivery system. An integrated vascular delivery system having a frame configured to receive a catheter insertable in a patient to deliver fluid at an insertion site. The frame includes a first hub, a second hub, and a pair of flexible lateral members extending between the hubs and including a tubular lateral member. The system also includes a fluidic channel that fluidically communicates with the catheter, wherein the fluidic channel passes through the tubular lateral member and at least one of the hubs, and includes a fixed turnabout portion in which fluid flows in a direction different from that within the catheter. The first and second hubs provide anchoring points on the patient distributed around the insertion site and on opposite ends of the catheter, thereby anchoring the frame to the patient and stabilizing the catheter. A method is provided for using an integrated vascular delivery system.",0
P180025,11751860,"Device, Hemostasis, Vascular. 14F MANTA Vascular Closure Device. closure of femoral arterial access sites following use of 10-14F devices or sheaths (maximum OD/profile of 18F), and 18F MANTA Vascular Closure Device is indicated for closure of femoral arterial access sites following use of 15-18F devices or sheaths (maximum OD/profile of 25F).","Methods and systems for sealing a puncture of a vessel. A system to facilitate sealing a puncture of a vessel includes an implant having first and second expandable sections, and a delivery device that includes an inner tube and a circumscribing outer tube. The outer tube defines a first lumen configured to retain the implant, and a second lumen configured to channel fluid from the vessel through a distal opening proximal to the implant. A pusher circumscribed at least partially by the outer tube is configured to compress the implant to selectively expand the first and second expandable sections. The outer tube is selectively retractable relative to the inner tube such that the first expandable section remains substantially within the first lumen and the second expandable section is positioned outside of the first lumen. The outer tube is further selectively retractable relative to the inner tube such that the first expandable section is positioned outside of the first lumen.",0
P160022,9968514,"Automated External Defibrillators (Non-Wearable). X Series Defibrillator Function. X Series system is indicated for defibrillation on victims of cardiac arrest where re is apparent lack of circulation as indicated by, 1) Unconsciousness; 2) Absence of breathing; and3) Absence of pulse X Series system in Manual mode is indicated for synchronized cardioversion of certain atrial or ventricular arrhythmias. A qualified physician must decide when synchronized cardioversion is appropriate. X Series system Semiautomatic and Manual mode is indicated for use in early defibrillation programs where delivery of a defibrillator shock during resuscitation involving CPR, transportation, and definitive care are incorporated into a medically- patient care protocol. X Series system Semiautomatic and Manual mode is indicated for adult and pediatric patients. R Series Defibrillator Function R Series system is indicated for defibrillation on victims of cardiac arrest where re is apparent lack of circulation as indicated by, 1) Unconsciousness; 2) Absence of breathing; and3) Absence of pulse. R Series system in Manual mode is indicated for synchronized cardioversion of certain atrial or ventricular arrhythmias. A qualified physician must decide when synchronized cardioversion is appropriate. R Series system Semiautomatic and Manual mode is indicated for use in early defibrillation programs where delivery of a defibrillator shock during resuscitation involving CPR, transportation, and definitive care are incorporated into a medically- patient care protocol. R Series system Semiautomatic and Manual mode is indicated for adult and pediatric patients. AED Pro AED Pro system is indicated for use on victims of cardiac arrest with apparent lack of circulation as indicated by, 1) Unconsciousness; 2) Absence of breathing; and3) Absence of pulse and o r signs of circulation. device is also indicated for use when ECG monitoring is indicated to evaluate patient's heart rate or ECG morphology. AED Pro system is indicated for adult and pediatric pati","System and method for distinguishing manual from automated CPR. A system and method for use during the administration of CPR chest compressions and defibrillating shock on a cardiac arrest victim. The system analyzes compression waveforms from a compression depth monitor to determine the source of chest compressions, and enables the delivery of defibrillating shock during a compression cycle if the compression waveforms are characteristic of an automated CPR chest compression device.",1
